assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value
CHEMBL2073610,CHEMBL2070563,N#Cc1ccccc1-c1ccc(C=C2C(=O)NC(=S)NC2=O)o1,6.13
CHEMBL2073610,CHEMBL2070577,Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(C(=O)O)cc4)o3)C(=O)NC2=S)cc1,5.80
CHEMBL2073610,CHEMBL2070575,O=C1NC(=S)N(c2ccc(Br)cc2)C(=O)/C1=C\c1ccc(-c2cccc(C(=O)O)c2)o1,5.75
CHEMBL2073610,CHEMBL2070571,O=C1NC(=S)N(c2cccc(Cl)c2Cl)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1,5.81
CHEMBL2073610,CHEMBL2070587,Cc1cccc(N2C(=O)/C(=C\c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)c1,6.30
CHEMBL2073610,CHEMBL2070584,Cc1ccc(N2C(=O)/C(=C\c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1,6.01
CHEMBL2073610,CHEMBL2070580,COC(=O)c1ccccc1-c1ccc(/C=C2/C(=O)NC(=S)N(c3ccc(C)cc3)C2=O)o1,5.78
CHEMBL2073610,CHEMBL2070565,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2cccc([N+](=O)[O-])c2)o1,6.08
CHEMBL2073610,CHEMBL2070586,CCOc1ccc(N2C(=O)/C(=C\c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1,5.94
CHEMBL2073610,CHEMBL2070581,CCOC(=O)c1ccccc1-c1ccc(/C=C2/C(=O)NC(=S)N(c3ccc(C)cc3)C2=O)o1,5.99
CHEMBL2073610,CHEMBL2069320,COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1OC(=O)c1ccccc1,5.40
CHEMBL2073610,CHEMBL2070579,Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(F)cc4)o3)C(=O)NC2=S)cc1,5.39
CHEMBL2073610,CHEMBL2070588,COc1cccc(N2C(=O)/C(=C\c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)c1,5.74
CHEMBL2073610,CHEMBL2070582,CS(=O)(=O)N(CCC#N)Cc1ccc(/C=C2/C(=O)NC(=S)N(c3ccc(Cl)c(Cl)c3)C2=O)o1,6.09
CHEMBL2073610,CHEMBL2070576,O=C1NC(=S)N(c2ccc(Br)cc2)C(=O)/C1=C\c1ccc(-c2ccccc2C(=O)O)o1,5.46
CHEMBL2073610,CHEMBL2070566,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccccc2[N+](=O)[O-])o1,6.17
CHEMBL2073610,CHEMBL2070573,O=C1NC(=S)N(c2ccc(Br)cc2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1,5.65
CHEMBL2073610,CHEMBL2070564,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,6.14
CHEMBL2073610,CHEMBL2070583,Cc1ccc(N2C(=O)/C(=C\c3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1Cl,6.51
CHEMBL2073610,CHEMBL2070574,O=C1NC(=S)N(c2ccc(Br)cc2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)c(Cl)c2)o1,5.32
CHEMBL2073610,CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,6.54
CHEMBL2073610,CHEMBL2070549,Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(C(=O)O)c(Cl)c4)o3)C(=O)NC2=S)cc1,5.49
CHEMBL2073610,CHEMBL2070572,Cc1c(Cl)cccc1N1C(=O)/C(=C\c2ccc(-c3ccc(C(=O)O)cc3)o2)C(=O)NC1=S,5.60
CHEMBL2073610,CHEMBL2070548,Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4cccc(C(=O)O)c4)o3)C(=O)NC2=S)cc1,5.40
CHEMBL2073610,CHEMBL2070585,CS(=O)(=O)N(CCC#N)Cc1ccc(/C=C2/C(=O)NC(=S)N(c3ccc(Br)cc3)C2=O)o1,6.36
CHEMBL2438530,CHEMBL2436795,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4cccc(OC)c4)nc3c2)c1F,8.92
CHEMBL2438530,CHEMBL2436801,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4Br)nc3c2)c1F,7.57
CHEMBL2438530,CHEMBL1822078,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,7.38
CHEMBL2438530,CHEMBL2436805,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4cccc(F)c4)nc3c2)c1F,8.51
CHEMBL2438530,CHEMBL2436804,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Br)cc4)nc3c2)c1F,8.66
CHEMBL2438530,CHEMBL2436800,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4Cl)nc3c2)c1F,7.57
CHEMBL2438530,CHEMBL2030242,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3cc(-c4ccccc4)nn3c2)c1F,8.34
CHEMBL2438530,CHEMBL2436808,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Cl)cc4)nc3c2)c1F,8.66
CHEMBL2438530,CHEMBL2436809,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Cl)cc4)cc3c2)c1F,8.62
CHEMBL2438530,CHEMBL2436797,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccncc4)nc3c2)c1F,8.49
CHEMBL2438530,CHEMBL2436796,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4cccc(C(F)(F)F)c4)nc3c2)c1F,9.00
CHEMBL2438530,CHEMBL2436792,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(OC(F)(F)F)cc4)nc3c2)c1F,8.60
CHEMBL2438530,CHEMBL2436919,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1F,9.00
CHEMBL2438530,CHEMBL2436806,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4cccc(Cl)c4)nc3c2)c1F,8.96
CHEMBL2438530,CHEMBL2436799,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4F)nc3c2)c1F,8.10
CHEMBL2438530,CHEMBL2030244,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3cc(-c4ccc(F)cc4)nn3c2)c1F,7.96
CHEMBL2438530,CHEMBL2436921,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(F)cc4)cc3c2)c1F,8.96
CHEMBL2438530,CHEMBL2436794,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(S(C)(=O)=O)cc4)nc3c2)c1F,8.85
CHEMBL2438530,CHEMBL2436813,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccccc4)nc3c2)c1F,8.80
CHEMBL2438530,CHEMBL2030228,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3ccnn3c2)c1F,6.61
CHEMBL2438530,CHEMBL2436926,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(C4CCC4)nc3c2)c1F,7.51
CHEMBL2438530,CHEMBL2436924,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(C(C)C)nc3c2)c1F,7.22
CHEMBL2438530,CHEMBL1822110,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F,7.75
CHEMBL2438530,CHEMBL2436791,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(C(F)(F)F)cc4)nc3c2)c1F,8.85
CHEMBL2438530,CHEMBL2436923,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(CC)nc3c2)c1F,7.23
CHEMBL2438530,CHEMBL2436802,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(F)c(F)c4)nc3c2)c1F,8.47
CHEMBL2438530,CHEMBL2436789,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(OC)cc4)nc3c2)c1F,8.96
CHEMBL2438530,CHEMBL2436793,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(C#N)cc4)nc3c2)c1F,8.57
CHEMBL2438530,CHEMBL2436810,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3cc(-c4ccc(Cl)cc4)nn3c2)c1F,8.09
CHEMBL2438530,CHEMBL2436811,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(C4CCNCC4)nc3c2)c1F,6.97
CHEMBL2438530,CHEMBL2436803,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Cl)c(Cl)c4)nc3c2)c1F,8.82
CHEMBL2438530,CHEMBL2436790,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(C)cc4)nc3c2)c1F,8.89
CHEMBL2438530,CHEMBL1945163,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cnc3c2)c1F,7.21
CHEMBL2438530,CHEMBL2436920,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(F)cc4)nc3c2)c1F,8.36
CHEMBL2438530,CHEMBL2436922,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(C)nc3c2)c1F,7.40
CHEMBL2438530,CHEMBL2436812,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(C4CCCNC4)nc3c2)c1F,6.78
CHEMBL2438530,CHEMBL2436925,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(C(C)(C)C)nc3c2)c1F,7.16
CHEMBL2438530,CHEMBL2436807,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4cccc(Br)c4)nc3c2)c1F,9.12
CHEMBL2438530,CHEMBL2436798,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4cccnc4)nc3c2)c1F,8.52
CHEMBL3240252,CHEMBL3234738,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccncc1,6.96
CHEMBL3240252,CHEMBL3234757,CC(C)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,6.54
CHEMBL3240252,CHEMBL3234741,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cncnc1,6.17
