assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value
CHEMBL964042,CHEMBL499266,CC(C)CNC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,5.02
CHEMBL964042,CHEMBL511967,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1C,4.74
CHEMBL964042,CHEMBL519678,COc1cc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc(OC)c1,4.67
CHEMBL964042,CHEMBL472069,O=C(Nc1c(F)cccc1F)c1cc2ccccc2oc1=O,5.04
CHEMBL964042,CHEMBL513549,O=C(Nc1c(F)c(F)nc(F)c1F)c1cc2ccccc2oc1=O,6.24
CHEMBL964042,CHEMBL469583,CCc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.05
CHEMBL964042,CHEMBL471228,COc1ccc(NC(=O)c2cc3ccc(OCc4ccccc4)c(C)c3oc2=O)cc1OC,5.30
CHEMBL964042,CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,4.21
CHEMBL964042,CHEMBL471232,Cc1cc(C)cc(NC(=O)c2cc3ccccc3oc2=O)c1,6.16
CHEMBL964042,CHEMBL508793,COc1cc(NC(=O)c2cc3ccccc3oc2=O)cc(OC)c1,5.38
CHEMBL964042,CHEMBL471447,O=C(NC1CCCCC1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,4.19
CHEMBL964042,CHEMBL450518,COc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1OC,6.07
CHEMBL964042,CHEMBL471221,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1C,6.42
CHEMBL964042,CHEMBL512883,CC(C)CNC(=O)c1cc2ccccc2oc1=O,5.49
CHEMBL964042,CHEMBL509345,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2oc1=O,6.60
CHEMBL964042,CHEMBL470612,N#Cc1c(F)c(F)c(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)c(F)c1F,4.78
CHEMBL964042,CHEMBL470221,O=C(Nc1ccc(F)cc1)c1cc2ccccc2oc1=O,7.17
CHEMBL964042,CHEMBL512843,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.15
CHEMBL964042,CHEMBL470020,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)c(C)c1,4.86
CHEMBL964042,CHEMBL469783,COc1cc(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)cc(OC)c1,5.47
CHEMBL964042,CHEMBL470008,CN(C(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O)c1ccccc1,5.62
CHEMBL964042,CHEMBL472080,O=C(NC1CCCCC1)c1cc2ccccc2oc1=O,6.30
CHEMBL964042,CHEMBL484410,COc1ccc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc1OC,5.54
CHEMBL964042,CHEMBL470213,CC(C)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.19
CHEMBL964042,CHEMBL512719,Cc1cccc(C)c1NC(=O)c1cc2ccccc2oc1=O,5.89
CHEMBL964042,CHEMBL469782,COc1ccc(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)cc1OC,5.36
CHEMBL964042,CHEMBL511966,Cc1ccc(C)c(NC(=O)c2cc3ccccc3oc2=O)c1,4.65
CHEMBL964042,CHEMBL472218,O=C(Nc1ccccc1Cc1ccccc1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,4.20
CHEMBL964042,CHEMBL469976,O=C(NCc1ccccc1)c1cc2ccccc2oc1=O,5.71
CHEMBL964042,CHEMBL511789,N#Cc1c(F)c(F)c(NC(=O)c2cc3ccccc3oc2=O)c(F)c1F,6.07
CHEMBL964042,CHEMBL526897,O=C(NNc1ccccc1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,5.34
CHEMBL964042,CHEMBL445184,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,6.22
CHEMBL964042,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,7.70
CHEMBL964042,CHEMBL484769,Cc1cccc(Cl)c1NC(=O)c1cc2ccc(OCc3ccc(F)cc3)cc2oc1=O,4.38
CHEMBL964042,CHEMBL470220,CSc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,5.55
CHEMBL964042,CHEMBL448696,CN(C(=O)c1cc2ccccc2oc1=O)c1ccccc1,5.05
CHEMBL964042,CHEMBL469350,O=C(Nc1ccccc1Cc1ccccc1)c1cc2ccccc2oc1=O,6.04
CHEMBL964042,CHEMBL92401,CC(C)NNC(=O)c1ccncc1,5.12
CHEMBL964042,CHEMBL469571,Cc1cccc(Cl)c1NC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,4.21
CHEMBL964042,CHEMBL500683,N#Cc1c(F)c(F)c(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)c(F)c1F,5.46
CHEMBL964042,CHEMBL469768,O=C(Nc1c(F)c(F)c(F)c(F)c1F)c1cc2ccccc2oc1=O,6.34
CHEMBL964042,CHEMBL494795,O=C(Nc1ccccc1)c1cc2ccccc2oc1=O,6.12
CHEMBL964042,CHEMBL512703,CC(C)c1ccc(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)cc1,5.43
CHEMBL964042,CHEMBL469818,Cc1cccc(Cl)c1NC(=O)c1cc2ccccc2oc1=O,4.72
CHEMBL964042,CHEMBL470226,CS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,8.85
CHEMBL964042,CHEMBL513209,O=C(O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,5.94
CHEMBL964042,CHEMBL453410,O=C(Nc1ccc(O)cc1)c1cc2ccccc2oc1=O,6.10
CHEMBL964042,CHEMBL472638,NCCNC(=O)c1cc2ccccc2oc1=O,5.12
CHEMBL964042,CHEMBL502021,O=C(NCc1ccccc1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,6.00
CHEMBL964042,CHEMBL472081,CC(C)NC(=O)c1cc2ccccc2oc1=O,4.60
CHEMBL964042,CHEMBL470420,COc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.09
CHEMBL964042,CHEMBL469362,COc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,6.19
CHEMBL964042,CHEMBL508698,O=C(Nc1cccc(F)c1)c1cc2ccccc2oc1=O,6.60
CHEMBL1071596,CHEMBL92401,CC(C)NNC(=O)c1ccncc1,5.12
CHEMBL1071596,CHEMBL599545,Fc1ccc(-c2cc(=S)c3ccc(F)cc3o2)cc1,5.16
CHEMBL1071596,CHEMBL600385,COc1ccc2c(c1)O[C@@H](c1ccc(F)cc1)CC2=O,6.70
CHEMBL1071596,CHEMBL16312,COc1ccc(-c2cc(=O)c3ccccc3o2)cc1,4.55
CHEMBL1071596,CHEMBL600391,Cc1ccc(C2CC(=O)c3ccc(F)cc3O2)cc1,6.80
CHEMBL1071596,CHEMBL607571,COc1ccc(-c2cc(=S)c3ccccc3o2)cc1,6.32
CHEMBL1071596,CHEMBL598746,COc1ccc2c(c1)OC(c1ccc(F)cc1)CC2=O,6.77
CHEMBL1071596,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,7.72
CHEMBL1071596,CHEMBL477846,O=c1cc(-c2ccccc2)oc2cc(F)ccc12,4.89
CHEMBL1071596,CHEMBL598096,COc1ccc2c(c1)O[C@H](c1ccc(F)cc1)CC2=O,6.80
CHEMBL1071596,CHEMBL601844,Cc1ccc2c(c1)O[C@@H](c1ccccc1)CC2=O,6.85
CHEMBL1071596,CHEMBL592764,O=C1C[C@@H](c2ccccc2)Oc2cc(F)ccc21,6.21
CHEMBL1071596,CHEMBL600390,O=C1CC(c2ccc(F)cc2)Oc2cc(F)ccc21,6.17
CHEMBL1071596,CHEMBL16861,Cc1ccc(-c2cc(=O)c3ccccc3o2)cc1,5.62
CHEMBL1071596,CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,4.21
