assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value
CHEMBL874544,CHEMBL364576,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3C)c2cc1OC,7.52
CHEMBL874544,CHEMBL363462,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN(C(C)C)C(C)C,7.30
CHEMBL874544,CHEMBL187007,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,7.40
CHEMBL874544,CHEMBL185327,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,7.10
CHEMBL874544,CHEMBL185315,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OC2CCN(C)CC2)n1,7.40
CHEMBL874544,CHEMBL360209,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,6.21
CHEMBL874544,CHEMBL184052,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,8.00
CHEMBL874544,CHEMBL188126,CCN(CC)CCCNc1cc(Nc2cc(NC(=O)c3ccnc(N4CCOCC4)c3)ccc2C)ncn1,6.55
CHEMBL874544,CHEMBL184555,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3C)c2cc1OC,7.16
CHEMBL874544,CHEMBL365830,COc1cc2ncnc(Nc3cccc(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,6.68
CHEMBL874544,CHEMBL188167,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCCC1,7.30
CHEMBL874544,CHEMBL184257,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc(N2CCCN(C)CC2)ncn1,5.91
CHEMBL874544,CHEMBL7917,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,6.25
CHEMBL874544,CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,8.00
CHEMBL874544,CHEMBL362902,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC(C)(C)CN(C)C)n1,7.16
CHEMBL874544,CHEMBL186665,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCCCN(C)C)n1,7.52
CHEMBL874544,CHEMBL188114,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN(C)C,7.52
CHEMBL874544,CHEMBL185328,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(Cl)n1,8.00
CHEMBL874544,CHEMBL186852,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc(NCCCN2CCCC2)ncn1,6.35
CHEMBL874544,CHEMBL185567,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc(Cl)ncn1,6.62
CHEMBL874544,CHEMBL186580,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)c2cc1OC,7.30
CHEMBL874544,CHEMBL184682,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,5.77
CHEMBL874544,CHEMBL184725,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)n2)CC1,7.30
CHEMBL874544,CHEMBL184659,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCC1,7.52
CHEMBL874544,CHEMBL186802,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,6.85
CHEMBL874544,CHEMBL187857,CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(N4CCOCC4)c3)ccc2C)n1,8.00
CHEMBL874544,CHEMBL185162,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccncn1,6.68
CHEMBL874544,CHEMBL184685,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(Cl)cc3F)c2cc1OC,6.29
CHEMBL874544,CHEMBL184271,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1,7.70
CHEMBL874544,CHEMBL182397,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,6.16
CHEMBL874544,CHEMBL365614,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC2CCCN(C)C2)n1,7.52
CHEMBL874544,CHEMBL361431,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,7.40
CHEMBL874544,CHEMBL182772,C=CCN(C)c1nccc(Nc2cc(NC(=O)c3ccnc(N4CCOCC4)c3)ccc2C)n1,6.96
CHEMBL874544,CHEMBL186747,COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.68
CHEMBL874544,CHEMBL426969,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(NCCCN2CCCC2)n1,7.30
CHEMBL874544,CHEMBL359797,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(NCCCN2CCOCC2)n1,7.05
CHEMBL874544,CHEMBL366080,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(N(C)C2CCN(C)CC2)n1,7.10
CHEMBL829582,CHEMBL184387,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1,8.00
CHEMBL829582,CHEMBL264502,Cc1nc(COc2ccc(C(=O)Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)cc2)cs1,7.70
CHEMBL829582,CHEMBL186542,COc1cc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc(OC)c1OC,6.64
CHEMBL829582,CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,7.70
CHEMBL829582,CHEMBL185086,CCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,6.51
CHEMBL829582,CHEMBL184347,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Br)cc1OC,6.47
CHEMBL829582,CHEMBL186531,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.22
CHEMBL829582,CHEMBL186791,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,7.70
CHEMBL829582,CHEMBL184189,COCCOc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,6.57
CHEMBL829582,CHEMBL365472,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OC(C)C)cc1,6.77
CHEMBL829582,CHEMBL413558,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC,6.75
CHEMBL829582,CHEMBL183100,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Cl)cc1OC,6.66
CHEMBL829582,CHEMBL186526,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,6.75
CHEMBL829582,CHEMBL365929,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccc2)cc1,7.52
CHEMBL829582,CHEMBL445920,Cc1nc(COc2ccc(C(=O)Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)cc2)cs1,7.05
CHEMBL829582,CHEMBL182396,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cccnc2)cc1,7.05
CHEMBL829582,CHEMBL183999,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,8.00
CHEMBL829582,CHEMBL366255,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.30
CHEMBL829582,CHEMBL184712,Cc1ccc(NC(=O)c2cc(F)cc(N3CCCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.70
CHEMBL829582,CHEMBL184721,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.52
CHEMBL829582,CHEMBL187378,CCOc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OCC,7.30
CHEMBL829582,CHEMBL187327,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)c(OC)c1,7.00
CHEMBL829582,CHEMBL184012,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,8.00
CHEMBL829582,CHEMBL365688,Cc1ccc(NC(=O)c2cc(N3CCOCC3)cc(C(F)(F)F)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.70
