assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value,standardized_smiles
CHEMBL1838814,CHEMBL1835327,Cc1ccc2oc(=O)c(-c3ccccc3O)cc2c1,6.92,Cc1ccc2oc(=O)c(-c3ccccc3O)cc2c1
CHEMBL1838814,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,7.71,C#CCN(C)[C@H](C)Cc1ccccc1
CHEMBL1838814,CHEMBL1835227,Cc1ccc(-c2cc3cc(OC4CCCC4)ccc3oc2=O)cc1,4.84,Cc1ccc(-c2cc3cc(OC4CCCC4)ccc3oc2=O)cc1
CHEMBL1838814,CHEMBL1835326,Cc1ccc2oc(=O)c(-c3cccc(O)c3)cc2c1,6.19,Cc1ccc2oc(=O)c(-c3cccc(O)c3)cc2c1
CHEMBL1838814,CHEMBL1835232,COc1cc(-c2cc3cc(C)ccc3oc2=O)ccc1Br,8.49,COc1cc(-c2cc3cc(C)ccc3oc2=O)ccc1Br
CHEMBL1838814,CHEMBL570731,COc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,9.1,COc1cccc(-c2cc3cc(C)ccc3oc2=O)c1
CHEMBL1838814,CHEMBL1783715,COc1cc(OC)cc(-c2cc3cc(C)ccc3oc2=O)c1,8.05,COc1cc(OC)cc(-c2cc3cc(C)ccc3oc2=O)c1
CHEMBL1838814,CHEMBL1835233,COc1cc(OC)c(Br)c(-c2cc3cc(C)ccc3oc2=O)c1,4.27,COc1cc(OC)c(Br)c(-c2cc3cc(C)ccc3oc2=O)c1
CHEMBL1838814,CHEMBL1835229,Cc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,7.82,Cc1cccc(-c2cc3cc(C)ccc3oc2=O)c1
CHEMBL1838814,CHEMBL1835230,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1OC,8.56,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1OC
CHEMBL1838814,CHEMBL1783716,COc1cc(-c2cc3cc(C)ccc3oc2=O)cc(OC)c1OC,6.79,COc1cc(-c2cc3cc(C)ccc3oc2=O)cc(OC)c1OC
CHEMBL1838814,CHEMBL1835224,COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1,8.82,COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1
