assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value,standardized_smiles
CHEMBL828058,CHEMBL192843,O=C(CCCc1ccccc1)NC1CCCCC1,5.85,O=C(CCCc1ccccc1)NC1CCCCC1
CHEMBL828058,CHEMBL191355,O=C(Cc1ccccc1)NC1CCCCC1,4.85,O=C(Cc1ccccc1)NC1CCCCC1
CHEMBL828058,CHEMBL191663,O=C(CC1CCCCC1)Nc1ccccc1,4.8,O=C(CC1CCCCC1)Nc1ccccc1
CHEMBL828058,CHEMBL69663,CCCCCCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,6.96,CCCCCCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL192523,COc1ccc(NC(=O)CC2CCCCC2)cc1,5.21,COc1ccc(NC(=O)CC2CCCCC2)cc1
CHEMBL828058,CHEMBL195796,CCCCCCC(O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,6.89,CCCCCCC(O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL192293,O=C(Nc1cccc(Cl)c1)NC1CCCCC1,6.72,O=C(Nc1cccc(Cl)c1)NC1CCCCC1
CHEMBL828058,CHEMBL191967,O=C(Cc1cccc(Cl)c1)NC1CCCCC1,4.42,O=C(Cc1cccc(Cl)c1)NC1CCCCC1
CHEMBL828058,CHEMBL66498,CCCCCCC(O)CCCNC(=O)Nc1cccc(Cl)c1,5.51,CCCCCCC(O)CCCNC(=O)Nc1cccc(Cl)c1
CHEMBL828058,CHEMBL195748,CCCCCOC(=O)CCCOC(=O)Nc1cccc(Cl)c1,4.6,CCCCCOC(=O)CCCOC(=O)Nc1cccc(Cl)c1
CHEMBL828058,CHEMBL191767,CCCCCOCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,6.77,CCCCCOCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL192048,CCCCCOC(=O)CCCNC(=O)Cc1cccc(Cl)c1,5.3,CCCCCOC(=O)CCCNC(=O)Cc1cccc(Cl)c1
CHEMBL828058,CHEMBL193888,O=C(NCCc1ccccc1)NC1CCCCC1,6.8,O=C(NCCc1ccccc1)NC1CCCCC1
CHEMBL828058,CHEMBL302505,CCCCCOC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,6.77,CCCCCOC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL192299,CCCCCOC(=O)CCCCC(=O)Nc1cccc(Cl)c1,5.23,CCCCCOC(=O)CCCCC(=O)Nc1cccc(Cl)c1
CHEMBL828058,CHEMBL365939,O=C(Nc1ccccc1)NC1CCCCC1,5.86,O=C(Nc1ccccc1)NC1CCCCC1
CHEMBL828058,CHEMBL195763,CCCCCOC(=O)CCCCC(=O)NC12CC3CC(CC(C3)C1)C2,5.62,CCCCCOC(=O)CCCCC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL192272,CCCCCOC(=O)CCCNC(=O)C12CC3CC(CC(C3)C1)C2,5.03,CCCCCOC(=O)CCCNC(=O)C12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL193019,O=C(CC1CCCCC1)NCCc1ccccc1,5.4,O=C(CC1CCCCC1)NCCc1ccccc1
CHEMBL828058,CHEMBL192470,O=C(CC1CCCCC1)Nc1cccc(Cl)c1,5.68,O=C(CC1CCCCC1)Nc1cccc(Cl)c1
CHEMBL828058,CHEMBL192273,CCCCCCCCCCCC(=O)NC12CC3CC(CC(C3)C1)C2,5.3,CCCCCCCCCCCC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL418331,CCCCCOC(=O)CCCNC(=O)Nc1cccc(Cl)c1,5.69,CCCCCOC(=O)CCCNC(=O)Nc1cccc(Cl)c1
CHEMBL828058,CHEMBL192461,COc1ccc(CC(=O)NC2CCCCC2)cc1,5.32,COc1ccc(CC(=O)NC2CCCCC2)cc1
CHEMBL828058,CHEMBL192549,CCCCCCCCCCNC(=O)CC12CC3CC(CC(C3)C1)C2,7.0,CCCCCCCCCCNC(=O)CC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL424822,CCCCCOC(=O)CCCNC(=O)CC12CC3CC(CC(C3)C1)C2,6.37,CCCCCOC(=O)CCCNC(=O)CC12CC3CC(CC(C3)C1)C2
CHEMBL828058,CHEMBL191968,COc1ccc(NC(=O)NC2CCCCC2)cc1,6.64,COc1ccc(NC(=O)NC2CCCCC2)cc1
CHEMBL912696,CHEMBL387034,O=C(NC1CCN(Cc2ccccc2)CC1)NC12CC3CC(CC(C3)C1)C2,8.0,O=C(NC1CCN(Cc2ccccc2)CC1)NC12CC3CC(CC(C3)C1)C2
