assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value,standardized_smiles
CHEMBL871582,CHEMBL209560,O=C1NC(=S)S/C1=C\c1ccc(-c2ccc([N+](=O)[O-])cc2Br)o1,5.44,O=C1NC(=S)S/C1=C\c1ccc(-c2ccc([N+](=O)[O-])cc2Br)o1
CHEMBL871582,CHEMBL208866,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3F)o2)S1,5.92,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3F)o2)S1
CHEMBL871582,CHEMBL378999,N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,7.4,N#Cc1ccc(O)c(-c2ccc(C=C3SC(=O)NC3=O)o2)c1
CHEMBL871582,CHEMBL377175,O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)ccc3O)o2)S1,7.43,O=C1NC(=O)C(=Cc2ccc(-c3cc(F)ccc3O)o2)S1
CHEMBL871582,CHEMBL209194,O=C1NC(=O)/C(=C/c2ccc(-c3ccoc3)o2)S1,6.08,O=C1NC(=O)/C(=C/c2ccc(-c3ccoc3)o2)S1
CHEMBL871582,CHEMBL378107,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3F)o2)S1,5.42,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3F)o2)S1
CHEMBL871582,CHEMBL376984,O=C1NC(=O)/C(=C/c2ccc(-c3cccnc3)o2)S1,6.02,O=C1NC(=O)/C(=C/c2ccc(-c3cccnc3)o2)S1
CHEMBL871582,CHEMBL208662,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(O)c3)o2)S1,6.54,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(O)c3)o2)S1
CHEMBL871582,CHEMBL437688,O=C1NC(=S)S/C1=C\c1ccc(-c2cc([N+](=O)[O-])ccc2O)o1,6.7,O=C1NC(=S)SC1=Cc1ccc(-c2cc([N+](=O)[O-])ccc2O)o1
CHEMBL871582,CHEMBL211113,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)S1,4.7,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)S1
CHEMBL871582,CHEMBL208696,O=C1NC(=O)/C(=C/c2ccc(-c3cc(C(=O)O)ccc3O)o2)S1,6.28,O=C1NC(=O)C(=Cc2ccc(-c3cc(C(=O)O)ccc3O)o2)S1
CHEMBL871582,CHEMBL377152,COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,7.54,COC(=O)c1ccc(-c2ccc(C=C3SC(=O)NC3=O)o2)c(O)c1
CHEMBL871582,CHEMBL208977,O=C1NC(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])o3)o2)S1,4.7,O=C1NC(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])o3)o2)S1
CHEMBL871582,CHEMBL211768,O=C1NC(=O)/C(=C/c2ccc(-c3cc(OC(F)(F)F)ccc3O)o2)S1,7.25,O=C1NC(=O)C(=Cc2ccc(-c3cc(OC(F)(F)F)ccc3O)o2)S1
CHEMBL871582,CHEMBL209409,COc1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,5.58,COc1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1
CHEMBL871582,CHEMBL208780,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(C(=O)O)c3)o2)S1,5.37,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(C(=O)O)c3)o2)S1
CHEMBL871582,CHEMBL377337,O=C1NC(=S)S/C1=C\c1ccc(-c2cccc(C(=O)O)c2)o1,6.04,O=C1NC(=S)S/C1=C\c1ccc(-c2cccc(C(=O)O)c2)o1
CHEMBL871582,CHEMBL211068,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3F)o2)S1,6.58,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3F)o2)S1
CHEMBL871582,CHEMBL210991,O=C1NC(=O)/C(=C/c2ccc(-c3cccc([N+](=O)[O-])c3O)o2)S1,7.1,O=C1NC(=O)C(=Cc2ccc(-c3cccc([N+](=O)[O-])c3O)o2)S1
CHEMBL871582,CHEMBL211759,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3)o2)S1,6.42,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3)o2)S1
CHEMBL871582,CHEMBL212119,O=C1NC(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3O)o2)S1,7.37,O=C1NC(=O)C(=Cc2ccc(-c3cc(Cl)ccc3O)o2)S1
CHEMBL871582,CHEMBL211173,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,7.7,O=C1NC(=O)C(=Cc2ccc(-c3ccc(O)cc3O)o2)S1
