assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value,standardized_smiles
CHEMBL881943,CHEMBL193681,CCc1c(C(=O)NCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.4,CCc1c(C(=O)NCCCn2ccnc2)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL412367,CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.4,CCc1c(NC(=O)OCCn2ccnc2)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL372692,CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,5.8,CCc1c(CC(=O)O)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL373025,CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.31,CCc1c(CO)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL371863,CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC,6.7,CCOC(=O)c1cn2[nH]cnc(=NCc3ccccc3)c2c1CC
CHEMBL881943,CHEMBL196548,CCOCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,6.02,CCOCc1cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC
CHEMBL881943,CHEMBL194160,CCc1c(CC(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,5.96,CCc1c(CC(N)=O)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL370934,CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,7.22,CCOC(=O)c1cn2[nH]cnc(=Nc3cccc(Br)c3)c2c1CC
CHEMBL881943,CHEMBL193368,CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.77,CCc1c(C(=O)OCCCn2ccnc2)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL196438,CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.7,CCc1c(C(=O)O)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL365606,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,6.7,CCOC(=O)c1cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C
CHEMBL881943,CHEMBL438805,CCCc1c(C(=O)OCC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.02,CCCc1c(C(=O)OCC)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL196738,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C,6.7,CCOC(=O)c1cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C
CHEMBL881943,CHEMBL194958,CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.92,CCc1c(C(N)=O)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL196925,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,6.92,CCOC(=O)c1cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC
CHEMBL881943,CHEMBL372112,CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,7.3,CCOC(=O)c1cn2[nH]cnc(=Nc3ccc4[nH]ncc4c3)c2c1CC
CHEMBL881943,CHEMBL196018,CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(Cl)c3)c2c1CC,7.05,CCOC(=O)c1cn2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2c1CC
CHEMBL881943,CHEMBL197689,CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.16,CCc1c(C(=O)NC)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL194349,CCOC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1CC,6.21,CCOC(=O)c1cn2[nH]cnc(=Nc3ccc(Oc4ccccc4)cc3)c2c1CC
CHEMBL881943,CHEMBL372293,CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.7,CCc1c(C(=O)N(C)C)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL425738,CCOC(=O)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1,6.92,CCOC(=O)c1cc2c(=Nc3ccc4c(cnn4Cc4ccccc4)c3)[nH]cnn2c1
CHEMBL881943,CHEMBL372523,CCc1c(NC(=O)OCc2ccccc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.68,CCc1c(NC(=O)OCc2ccccc2)cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL881943,CHEMBL369967,CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,5.13,CCNCc1cn2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC
CHEMBL923201,CHEMBL247709,Fc1cccc(COc2ccc(Nc3ncnn4ccc(CN5CCCNCC5)c34)cc2Cl)c1,7.32,Fc1cccc(COc2ccc(N=c3[nH]cnn4ccc(CN5CCCNCC5)c34)cc2Cl)c1
CHEMBL923201,CHEMBL248114,Cc1cncc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCC(N)CC6)c45)ccc32)c1,7.72,Cc1cncc(Cn2ncc3cc(N=c4[nH]cnn5ccc(CN6CCC(N)CC6)c45)ccc32)c1
CHEMBL923201,CHEMBL393848,N[C@@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.22,N[C@@H]1CCN(Cc2ccn3[nH]cnc(=Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1
CHEMBL923201,CHEMBL246898,CS(=O)(=O)CCNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.7,CS(=O)(=O)CCNC1CCN(Cc2ccn3[nH]cnc(=Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1
